"Param","Nobs","Nsamp","Nevent","OR","ORCI_low","ORCI_upp","pval","Model"
"overallDot_win30",36549,166,26006,1.00542770845649,0.211806802069509,4.77267428172742,0.994565006427957,"glmer"
"overallDot_win35",35726,164,25433,0.995105883395262,0.209172979874886,4.73405178699543,0.995080884536281,"glmer"
"overallDot_win40",34910,163,24867,1.00953178829487,0.209222200114964,4.87115818024016,0.990573969750039,"glmer"
"overallDot_win45",34097,162,24302,0.99328032685184,0.208414291182248,4.73386830679552,0.993247625065751,"glmer"
"overallDot_win50",33300,158,23748,1.00809868970813,0.204226786175051,4.97614924675051,0.992099589948377,"glmer"
"overallDot_win60",31735,155,22663,1.01238420172667,0.211426200368473,4.84765733915436,0.987710906578871,"glmer"
"overallDot_win70",30192,153,21597,NA,NA,NA,NA,"glmer-WARN"
"overallDot_win80",28665,152,20537,NA,NA,NA,NA,"glmer-WARN"
"overallDot_win90",27187,144,19515,1.03834057653526,0.198118474045228,5.44195163058571,0.964493100037107,"glmer"
"overallDot_win100",25747,141,18505,1.05369431819997,0.20371483188751,5.45012705221183,0.950260482038853,"glmer"
"overallNormDot_win1",173,173,126,NA,NA,NA,NA,"glm-ERROR"
"overallNormDot_win5",40759,171,28925,0.978645983406939,0.233149525815223,4.1078700781814,0.976471945599999,"glmer"
"overallNormDot_win10",39906,170,28335,0.947558898763236,0.224018214835297,4.00801277380738,0.941641703970641,"glmer"
"overallNormDot_win15",39056,170,27745,0.962597363157238,0.227119187730069,4.07976839305415,0.95873967465217,"glmer"
"overallNormDot_win20",38209,169,27158,0.951599125781686,0.225912714307243,4.00836623545202,0.946088487029148,"glmer"
"overallNormDot_win25",37368,167,26577,0.952536992238186,0.22141298599535,4.09789298266916,0.947920581518713,"glmer"
"overallNormDot_win30",36536,166,25997,0.952643968757077,0.216396034780918,4.19384085354442,0.948846998561357,"glmer"
"overallNormDot_win35",35713,164,25424,0.970148894913639,0.221240771578278,4.25413847360927,0.967947398586794,"glmer"
"overallNormDot_win40",34897,163,24858,0.963800493097348,0.22021578839842,4.21818706665155,0.960958046302534,"glmer"
"overallNormDot_win45",34084,162,24293,0.963176715509534,0.218904369052159,4.23796651166283,0.960415751201734,"glmer"
"overallNormDot_win50",33287,158,23739,0.971478865840543,0.214125453048065,4.40756189112641,0.970084546308059,"glmer"
"overallNormDot_win60",31722,155,22654,0.981880462653634,0.223795227667321,4.30790796117451,0.980664023122224,"glmer"
"overallNormDot_win70",30179,153,21588,1.00631642571017,0.224050205289745,4.51984744822925,0.993445128236158,"glmer"
"overallNormDot_win80",28652,152,20528,1.04152955883569,0.227752801242038,4.76298783599,0.958160725523028,"glmer"
"overallNormDot_win90",27174,144,19506,1.02024737947057,0.214668003652952,4.84890480930434,0.97989119397669,"glmer"
"overallNormDot_win100",25736,141,18496,1.05621894817724,0.217675539795044,5.12505202715493,0.945886969018329,"glmer"
"fractalDimension_win1",41464,173,29414,NA,NA,NA,NA,"glmer-WARN"
"fractalDimension_win5",40773,171,28935,0.983897691164817,0.251808460886894,3.84440881481851,0.981374495746129,"glmer"
"fractalDimension_win10",39920,170,28345,0.999100858957652,0.234741845400412,4.25234165074927,0.999028748148728,"glmer"
"fractalDimension_win15",39070,170,27755,1.00123073563058,0.260881488329201,3.84259915255603,0.998569824137635,"glmer"
"fractalDimension_win20",38222,169,27167,1.03860119190032,0.316559988364121,3.40754509561075,0.950180807066268,"glmer"
"fractalDimension_win25",37381,167,26586,1.00464146872141,0.246416390646385,4.09593078620774,0.994847167470379,"glmer"
"fractalDimension_win30",36549,166,26006,1.01091576207232,0.244368855420204,4.18200051004445,0.988043654495302,"glmer"
"fractalDimension_win35",35726,164,25433,1.03662790447807,0.310300515779162,3.46308613005132,0.953387389682209,"glmer"
"fractalDimension_win40",34910,163,24867,1.05187447849869,0.283732123957005,3.89959340199541,0.939698329921891,"glmer"
"fractalDimension_win45",34097,162,24302,1.04922486589034,0.224511301557876,4.90341827588943,0.951294745873115,"glmer"
"fractalDimension_win50",33300,158,23748,0.990025954646615,0.217072496812043,4.51531817834402,0.989670159527615,"glmer"
"fractalDimension_win60",31735,155,22663,1.02949234221056,0.218025541327944,4.86114826829398,0.970723246262062,"glmer"
"fractalDimension_win70",30192,153,21597,1.19649054930961,0.268976710237302,5.32235535680472,0.813761365200494,"glmer"
"fractalDimension_win80",28665,152,20537,1.19217963173292,0.283020471842864,5.02187090942298,0.81065145799802,"glmer"
"fractalDimension_win90",27187,144,19515,1.19462420621588,0.216841403551712,6.58143219284497,0.838154831593725,"glmer"
"fractalDimension_win100",25747,141,18505,1.35174034614532,0.247805177395131,7.37354232306274,0.727691718497312,"glmer"
"DistBorderMean_win1",41464,173,29414,0.717282508748686,0.156906954261353,3.27897638303423,0.668274625068032,"glmer"
"DistBorderMean_win5",40773,171,28935,0.710341408257451,0.155748877547652,3.23973388592029,0.658684204822008,"glmer"
"DistBorderMean_win10",39920,170,28345,0.703103479054525,0.152033573198858,3.25161404719449,0.65211330731707,"glmer"
"DistBorderMean_win15",39070,170,27755,0.695175397707035,0.145096589694993,3.33066982892577,0.649225144309241,"glmer"
"DistBorderMean_win20",38222,169,27167,0.687353136020385,0.143526300104547,3.29176139322837,0.638980341266954,"glmer"
"DistBorderMean_win25",37381,167,26586,0.694363139176168,0.143831239578061,3.35212413145416,0.649755703254382,"glmer"
"DistBorderMean_win30",36549,166,26006,0.679359811396474,0.137712838783908,3.3513923423281,0.634947743240157,"glmer"
"DistBorderMean_win35",35726,164,25433,0.66978182324923,0.135478596941525,3.3112809025376,0.623039691211271,"glmer"
"DistBorderMean_win40",34910,163,24867,0.658678489626399,0.133454327354571,3.25098002662598,0.60824432991511,"glmer"
"DistBorderMean_win45",34097,162,24302,0.666196667699184,0.130855280587056,3.39167053910546,0.624739377940795,"glmer"
"DistBorderMean_win50",33300,158,23748,0.65520364460735,0.125665971289604,3.41613414913595,0.615783063615022,"glmer"
"DistBorderMean_win60",31735,155,22663,0.631691076347536,0.122446992627807,3.25882741073127,0.58318851290419,"glmer"
"DistBorderMean_win70",30192,153,21597,0.604913350498833,0.112587209849394,3.25010418235969,0.557899520998451,"glmer"
"DistBorderMean_win80",28665,152,20537,0.564569277771258,0.103502742662327,3.07951713359935,0.508940220108376,"glmer"
"DistBorderMean_win90",27187,144,19515,0.555650707223333,0.0953169259530786,3.23916980484428,0.513569747512306,"glmer"
"DistBorderMean_win100",25747,141,18505,0.548078051158846,0.546544071376843,0.54961633634657,0,"glmer"
